epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9536,0.9576,0.9416,0.9610,0.9354,0.9489,0.0473,4.6545,5.8575,4.2881,5.2202,3.2566,0.9624,0.9448,0.9686,0.9388
2,0.9566,0.9563,0.9435,0.9664,0.9410,0.9518,0.0496,4.6879,5.8518,4.2986,5.2524,3.3557,0.9605,0.9470,0.9747,0.9442
3,0.9585,0.9563,0.9460,0.9665,0.9464,0.9538,0.0449,4.7457,5.9453,4.3766,5.2581,3.4199,0.9599,0.9494,0.9747,0.9501
4,0.9581,0.9579,0.9442,0.9671,0.9464,0.9539,0.0450,4.8195,6.0519,4.4588,5.2926,3.4718,0.9611,0.9474,0.9744,0.9496
5,0.9596,0.9597,0.9457,0.9679,0.9477,0.9552,0.0450,4.8961,6.1344,4.5531,5.3701,3.5510,0.9628,0.9493,0.9757,0.9506
6,0.9600,0.9606,0.9470,0.9679,0.9473,0.9557,0.0424,4.9731,6.2130,4.6527,5.4500,3.5655,0.9633,0.9499,0.9762,0.9506
7,0.9603,0.9592,0.9462,0.9696,0.9490,0.9560,0.0426,5.0455,6.3183,4.6931,5.5576,3.6215,0.9622,0.9496,0.9775,0.9520
8,0.9614,0.9616,0.9493,0.9703,0.9490,0.9575,0.0429,5.1312,6.4300,4.7683,5.6592,3.6723,0.9638,0.9525,0.9776,0.9518
9,0.9616,0.9607,0.9481,0.9709,0.9510,0.9577,0.0384,5.1872,6.5096,4.8517,5.6751,3.7077,0.9630,0.9510,0.9779,0.9543
10,0.9606,0.9593,0.9484,0.9688,0.9512,0.9569,0.0421,5.2330,6.5665,4.8867,5.7419,3.7422,0.9621,0.9516,0.9753,0.9533
11,0.9611,0.9606,0.9470,0.9702,0.9508,0.9572,0.0410,5.2776,6.6466,4.8796,5.8111,3.7829,0.9630,0.9505,0.9776,0.9532
12,0.9623,0.9627,0.9491,0.9714,0.9499,0.9583,0.0393,5.3337,6.7161,4.9329,5.8907,3.7898,0.9649,0.9523,0.9788,0.9531
13,0.9622,0.9626,0.9490,0.9702,0.9507,0.9581,0.0422,5.3861,6.7923,5.0165,5.9278,3.7989,0.9652,0.9518,0.9778,0.9539
14,0.9617,0.9624,0.9485,0.9707,0.9513,0.9582,0.0414,5.4250,6.8689,5.0250,5.9809,3.8198,0.9645,0.9513,0.9773,0.9540
15,0.9629,0.9628,0.9507,0.9706,0.9531,0.9593,0.0415,5.4643,6.8716,5.0561,6.0613,3.8820,0.9652,0.9531,0.9780,0.9553
16,0.9621,0.9628,0.9494,0.9706,0.9506,0.9584,0.0393,5.4940,6.9665,5.0579,6.0974,3.8462,0.9653,0.9522,0.9777,0.9533
17,0.9626,0.9638,0.9492,0.9721,0.9511,0.9591,0.0414,5.5243,6.9970,5.0935,6.1054,3.8829,0.9659,0.9524,0.9784,0.9537
18,0.9622,0.9636,0.9477,0.9710,0.9510,0.9583,0.0407,5.5304,7.0531,5.0654,6.1470,3.8646,0.9663,0.9506,0.9779,0.9539
19,0.9628,0.9642,0.9493,0.9704,0.9522,0.9590,0.0368,5.5574,7.0456,5.1295,6.1710,3.8755,0.9667,0.9526,0.9772,0.9549
20,0.9626,0.9630,0.9494,0.9708,0.9518,0.9588,0.0423,5.5796,7.0599,5.1430,6.1928,3.9079,0.9656,0.9526,0.9776,0.9545
21,0.9624,0.9638,0.9484,0.9719,0.9508,0.9587,0.0384,5.6063,7.1392,5.1169,6.2697,3.8917,0.9665,0.9514,0.9781,0.9537
22,0.9626,0.9633,0.9499,0.9711,0.9530,0.9593,0.0370,5.6287,7.1700,5.1716,6.2383,3.9317,0.9654,0.9526,0.9770,0.9556
23,0.9632,0.9636,0.9497,0.9718,0.9528,0.9595,0.0385,5.6694,7.2264,5.1915,6.2727,3.9745,0.9661,0.9527,0.9786,0.9553
24,0.9640,0.9643,0.9510,0.9724,0.9545,0.9606,0.0379,5.7068,7.2771,5.2476,6.3135,3.9792,0.9665,0.9538,0.9786,0.9573
25,0.9625,0.9633,0.9489,0.9710,0.9531,0.9591,0.0413,5.7215,7.2873,5.2605,6.3398,4.0005,0.9657,0.9517,0.9770,0.9556
