epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.5398,0.9635,0.5682,0.1363,0.0145,0.4222,0.0803,0.1314,6.0813,1.9817,-3.6877,-3.9171,0.9998,0.9999,0.1363,0.0155
2,0.5066,0.9173,0.0353,0.0000,0.0224,0.2426,0.0308,-2.4148,3.9381,-3.2246,-6.5855,-3.7531,1.0000,0.9993,0.0000,0.0224
3,0.5073,0.8689,0.0161,0.0000,0.0283,0.2279,0.0210,-3.0367,3.1406,-4.1180,-7.2886,-3.8562,1.0000,0.9994,0.0000,0.0283
4,0.5059,0.8382,0.0105,0.0000,0.0275,0.2191,0.0179,-3.3701,2.7075,-4.6098,-7.6230,-3.9718,1.0000,0.9997,0.0000,0.0275
5,0.5054,0.7668,0.0197,0.0000,0.0223,0.2018,0.0754,-3.6879,1.8821,-4.4134,-8.0587,-4.1508,1.0000,0.9997,0.0000,0.0223
6,0.4995,0.5138,0.1039,0.0000,0.0002,0.1544,0.0914,-4.2822,-0.3066,-2.1722,-9.2585,-5.3991,1.0000,1.0000,0.0000,0.0002
7,0.5024,0.5671,0.0879,0.0000,0.0000,0.1648,0.1590,-4.3889,0.0537,-2.5054,-9.2935,-5.8745,1.0000,1.0000,0.0000,0.0000
8,0.4992,0.8586,0.0800,0.0000,0.0000,0.2356,0.0860,-3.3345,3.1142,-2.6484,-7.8039,-6.0181,1.0000,1.0000,0.0000,0.0000
9,0.5001,0.9341,0.1642,0.0000,0.0000,0.2742,0.0966,-2.6524,4.3898,-1.6829,-6.9762,-6.3271,1.0000,1.0000,0.0000,0.0000
10,0.5006,0.9312,0.1169,0.0000,0.0000,0.2621,0.0980,-2.7660,4.3805,-2.0762,-7.0357,-6.3453,1.0000,1.0000,0.0000,0.0000
11,0.5015,0.8950,0.1017,0.0000,0.0000,0.2498,0.0879,-3.1090,3.6770,-2.2483,-7.4299,-6.4778,1.0000,1.0000,0.0000,0.0000
12,0.5001,0.8646,0.0939,0.0000,0.0000,0.2408,0.0908,-3.3718,3.1758,-2.3633,-7.7291,-6.6024,1.0000,1.0000,0.0000,0.0000
13,0.5012,0.8615,0.0885,0.0000,0.0000,0.2375,0.0889,-3.4294,3.1097,-2.4491,-7.7286,-6.6686,1.0000,1.0000,0.0000,0.0000
14,0.5013,0.8868,0.0946,0.0000,0.0000,0.2451,0.0892,-3.2370,3.5829,-2.3885,-7.4532,-6.7008,1.0000,1.0000,0.0000,0.0000
15,0.4996,0.9046,0.1005,0.0000,0.0000,0.2500,0.0876,-3.1298,3.8567,-2.3136,-7.2634,-6.7534,1.0000,1.0000,0.0000,0.0000
16,0.5012,0.9021,0.0954,0.0000,0.0000,0.2497,0.0928,-3.1307,3.8136,-2.3595,-7.2270,-6.7807,1.0000,1.0000,0.0000,0.0000
17,0.5000,0.8932,0.0930,0.0000,0.0000,0.2472,0.0881,-3.2123,3.6587,-2.4167,-7.2978,-6.8149,1.0000,1.0000,0.0000,0.0000
18,0.4989,0.8883,0.0922,0.0000,0.0000,0.2448,0.0888,-3.2616,3.5798,-2.4290,-7.3173,-6.8498,1.0000,1.0000,0.0000,0.0000
19,0.5007,0.8901,0.0928,0.0000,0.0000,0.2455,0.0855,-3.2460,3.5804,-2.4475,-7.2609,-6.8628,1.0000,1.0000,0.0000,0.0000
20,0.4988,0.8956,0.0914,0.0000,0.0000,0.2458,0.0835,-3.2310,3.6568,-2.4593,-7.1953,-6.8786,1.0000,1.0000,0.0000,0.0000
21,0.4989,0.8974,0.0921,0.0000,0.0000,0.2472,0.0903,-3.2076,3.6737,-2.4561,-7.1299,-6.8955,1.0000,1.0000,0.0000,0.0000
22,0.5003,0.8960,0.0905,0.0000,0.0000,0.2459,0.0852,-3.1961,3.6803,-2.4759,-7.0845,-6.8844,1.0000,1.0000,0.0000,0.0000
23,0.5006,0.8951,0.0896,0.0000,0.0000,0.2467,0.0847,-3.1817,3.6812,-2.4921,-7.0332,-6.9076,1.0000,1.0000,0.0000,0.0000
24,0.5024,0.8986,0.0876,0.0000,0.0000,0.2483,0.0841,-3.1519,3.6894,-2.5078,-6.9863,-6.8913,1.0000,1.0000,0.0000,0.0000
25,0.5006,0.8971,0.0894,0.0000,0.0000,0.2465,0.0849,-3.1682,3.6881,-2.5044,-6.9601,-6.9011,1.0000,1.0000,0.0000,0.0000
