epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9849,0.9929,0.9878,0.9739,0.9754,0.9825,0.0123,9.0947,11.7124,9.3671,10.1603,5.1680,0.9940,0.9911,0.9776,0.9767
2,0.9924,0.9910,0.9882,0.9895,0.9926,0.9903,0.0099,9.1726,11.2100,9.1966,10.7372,5.5426,0.9925,0.9897,0.9935,0.9940
3,0.9925,0.9918,0.9892,0.9896,0.9922,0.9907,0.0101,9.2022,11.2134,9.3500,10.6465,5.5880,0.9933,0.9904,0.9927,0.9935
4,0.9930,0.9916,0.9896,0.9897,0.9933,0.9910,0.0098,9.2374,11.2444,9.4408,10.6288,5.6207,0.9932,0.9908,0.9935,0.9944
5,0.9931,0.9927,0.9889,0.9898,0.9930,0.9911,0.0100,9.2666,11.2847,9.4835,10.6325,5.6717,0.9941,0.9903,0.9934,0.9944
6,0.9928,0.9915,0.9899,0.9894,0.9928,0.9909,0.0111,9.2982,11.2980,9.5576,10.6250,5.6990,0.9930,0.9909,0.9930,0.9944
7,0.9933,0.9922,0.9892,0.9910,0.9932,0.9914,0.0112,9.3198,11.2915,9.6460,10.6024,5.7403,0.9940,0.9907,0.9942,0.9944
8,0.9932,0.9915,0.9899,0.9901,0.9933,0.9912,0.0101,9.3618,11.3294,9.7459,10.6019,5.7834,0.9932,0.9914,0.9933,0.9947
9,0.9931,0.9923,0.9895,0.9903,0.9926,0.9912,0.0117,9.3771,11.3138,9.8281,10.5865,5.7976,0.9939,0.9907,0.9937,0.9942
10,0.9929,0.9916,0.9901,0.9894,0.9929,0.9910,0.0088,9.4066,11.3491,9.9097,10.5664,5.8253,0.9930,0.9912,0.9931,0.9944
11,0.9930,0.9922,0.9893,0.9903,0.9927,0.9912,0.0085,9.4397,11.3557,10.0130,10.5213,5.8429,0.9935,0.9908,0.9938,0.9941
12,0.9933,0.9921,0.9897,0.9903,0.9937,0.9915,0.0115,9.4794,11.4037,10.0722,10.5905,5.8622,0.9937,0.9908,0.9937,0.9950
13,0.9936,0.9925,0.9907,0.9904,0.9933,0.9917,0.0097,9.4888,11.4421,10.0403,10.5492,5.9302,0.9941,0.9921,0.9937,0.9947
14,0.9937,0.9927,0.9901,0.9916,0.9930,0.9919,0.0096,9.5465,11.5219,10.1896,10.5698,5.9039,0.9943,0.9914,0.9949,0.9942
15,0.9935,0.9927,0.9898,0.9907,0.9933,0.9916,0.0086,9.5669,11.4624,10.2392,10.6091,5.9267,0.9941,0.9913,0.9939,0.9946
16,0.9938,0.9925,0.9905,0.9911,0.9933,0.9918,0.0075,9.5904,11.5048,10.3338,10.5558,5.9632,0.9941,0.9918,0.9944,0.9949
17,0.9938,0.9933,0.9900,0.9911,0.9929,0.9918,0.0080,9.6237,11.5084,10.3552,10.6224,6.0184,0.9947,0.9914,0.9946,0.9943
18,0.9936,0.9922,0.9901,0.9904,0.9935,0.9916,0.0104,9.6454,11.5565,10.3705,10.6311,6.0155,0.9938,0.9915,0.9938,0.9954
19,0.9936,0.9922,0.9904,0.9908,0.9930,0.9916,0.0099,9.6393,11.5183,10.4310,10.6379,6.0191,0.9936,0.9920,0.9943,0.9945
20,0.9942,0.9926,0.9917,0.9911,0.9941,0.9924,0.0100,9.6820,11.5650,10.4818,10.5935,6.0928,0.9944,0.9927,0.9941,0.9955
21,0.9941,0.9933,0.9903,0.9913,0.9939,0.9922,0.0097,9.6999,11.6185,10.4792,10.6630,6.0905,0.9948,0.9918,0.9946,0.9952
22,0.9941,0.9932,0.9900,0.9916,0.9936,0.9921,0.0086,9.7193,11.5812,10.5954,10.6387,6.1036,0.9949,0.9917,0.9946,0.9951
23,0.9941,0.9932,0.9907,0.9915,0.9934,0.9922,0.0089,9.7624,11.6460,10.6081,10.7004,6.1206,0.9948,0.9921,0.9947,0.9947
24,0.9938,0.9930,0.9907,0.9908,0.9935,0.9920,0.0095,9.7959,11.6784,10.6566,10.6809,6.1408,0.9942,0.9920,0.9941,0.9949
25,0.9942,0.9931,0.9913,0.9913,0.9939,0.9924,0.0082,9.8208,11.6959,10.6910,10.7265,6.1670,0.9944,0.9925,0.9945,0.9954
