epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.7594,0.9603,0.9438,0.7368,0.2790,0.7300,0.1532,2.3665,5.0684,4.0155,1.6210,-1.2388,0.9769,0.9906,0.7412,0.3288
2,0.9065,0.9005,0.8760,0.9056,0.8363,0.8796,0.0723,2.4463,3.4003,1.6529,3.3509,1.3811,0.9149,0.9128,0.9265,0.8717
3,0.9086,0.8983,0.8890,0.9012,0.8407,0.8823,0.0711,2.4476,3.2553,1.7430,3.3427,1.4494,0.9142,0.9193,0.9286,0.8724
4,0.9111,0.8890,0.8890,0.9077,0.8601,0.8864,0.0703,2.4516,3.1913,1.7181,3.3447,1.5524,0.9070,0.9142,0.9380,0.8854
5,0.9088,0.8832,0.8926,0.9063,0.8522,0.8836,0.0705,2.4589,3.1849,1.8041,3.3174,1.5291,0.9034,0.9156,0.9380,0.8782
6,0.9117,0.8911,0.8904,0.9034,0.8594,0.8861,0.0692,2.4757,3.2136,1.7723,3.2962,1.6209,0.9135,0.9113,0.9402,0.8818
7,0.9090,0.8904,0.8947,0.9034,0.8443,0.8832,0.0706,2.4776,3.2006,1.8722,3.2700,1.5676,0.9128,0.9171,0.9366,0.8695
8,0.9101,0.8846,0.8940,0.8976,0.8572,0.8834,0.0696,2.5020,3.2186,1.8780,3.2949,1.6163,0.9070,0.9164,0.9337,0.8832
9,0.9106,0.8875,0.8947,0.9056,0.8580,0.8864,0.0696,2.5030,3.2214,1.8837,3.2851,1.6220,0.9077,0.9171,0.9380,0.8796
10,0.9108,0.8868,0.8926,0.9070,0.8500,0.8841,0.0700,2.5083,3.2313,1.9281,3.2769,1.5969,0.9106,0.9156,0.9423,0.8745
11,0.9101,0.8890,0.8940,0.8998,0.8572,0.8850,0.0696,2.5163,3.2851,1.9128,3.2147,1.6525,0.9120,0.9149,0.9329,0.8803
12,0.9092,0.8825,0.8861,0.9012,0.8609,0.8827,0.0697,2.5189,3.1564,1.8648,3.3475,1.7070,0.9034,0.9106,0.9373,0.8854
13,0.9102,0.8897,0.8911,0.9012,0.8551,0.8843,0.0701,2.5402,3.2645,1.9501,3.2800,1.6662,0.9113,0.9135,0.9358,0.8803
14,0.9092,0.8839,0.8911,0.8991,0.8623,0.8841,0.0690,2.5514,3.2737,1.9418,3.2947,1.6956,0.9070,0.9120,0.9358,0.8818
15,0.9090,0.8890,0.8919,0.9048,0.8551,0.8852,0.0688,2.5630,3.2973,1.9743,3.3120,1.6684,0.9092,0.9106,0.9366,0.8796
16,0.9155,0.8890,0.9005,0.9063,0.8695,0.8913,0.0684,2.5742,3.2665,1.9954,3.3431,1.6918,0.9106,0.9178,0.9416,0.8919
17,0.9072,0.8825,0.8940,0.9005,0.8515,0.8821,0.0692,2.5737,3.3240,1.9998,3.2889,1.6819,0.9048,0.9113,0.9358,0.8767
18,0.9084,0.8890,0.8911,0.8962,0.8493,0.8814,0.0694,2.5755,3.3386,1.9924,3.2708,1.7001,0.9113,0.9113,0.9344,0.8767
19,0.9095,0.8861,0.8854,0.9012,0.8609,0.8834,0.0689,2.5786,3.2946,1.9442,3.3077,1.7679,0.9106,0.9077,0.9366,0.8832
20,0.9108,0.8818,0.8904,0.9019,0.8616,0.8839,0.0687,2.6031,3.3394,2.0335,3.3240,1.7157,0.9070,0.9113,0.9416,0.8832
21,0.9088,0.8868,0.8940,0.9063,0.8464,0.8834,0.0692,2.6060,3.3039,2.0605,3.3495,1.7100,0.9070,0.9142,0.9394,0.8745
22,0.9090,0.8897,0.8911,0.9019,0.8544,0.8843,0.0684,2.6149,3.3733,2.0165,3.3260,1.7436,0.9077,0.9128,0.9358,0.8796
23,0.9102,0.8825,0.8911,0.9092,0.8500,0.8832,0.0692,2.6097,3.2887,2.0661,3.3562,1.7278,0.9077,0.9106,0.9423,0.8803
24,0.9144,0.8897,0.8904,0.9084,0.8637,0.8881,0.0689,2.6218,3.3668,2.0188,3.3102,1.7915,0.9092,0.9135,0.9452,0.8897
25,0.9099,0.8890,0.8947,0.9019,0.8515,0.8843,0.0688,2.6282,3.3912,2.1319,3.2843,1.7055,0.9113,0.9164,0.9351,0.8767
26,0.9090,0.8897,0.8911,0.8983,0.8594,0.8846,0.0682,2.6271,3.3545,2.0341,3.3419,1.7779,0.9092,0.9120,0.9329,0.8818
27,0.9097,0.8904,0.8861,0.9056,0.8580,0.8850,0.0683,2.6354,3.3214,2.0553,3.3743,1.7905,0.9099,0.9041,0.9387,0.8861
28,0.9117,0.8796,0.8882,0.9048,0.8637,0.8841,0.0696,2.6369,3.3445,2.0661,3.3504,1.7866,0.9063,0.9135,0.9380,0.8890
29,0.9108,0.8882,0.8760,0.9027,0.8659,0.8832,0.0690,2.6410,3.3987,2.0780,3.2968,1.7906,0.9128,0.9063,0.9366,0.8875
30,0.9122,0.8890,0.8933,0.9005,0.8572,0.8850,0.0686,2.6529,3.3547,2.1414,3.3437,1.7719,0.9142,0.9120,0.9366,0.8861
31,0.9110,0.8882,0.8926,0.9034,0.8572,0.8854,0.0680,2.6633,3.4001,2.1002,3.3349,1.8179,0.9099,0.9135,0.9380,0.8825
32,0.9099,0.8861,0.8897,0.9048,0.8572,0.8845,0.0671,2.6727,3.4012,2.1384,3.3589,1.7925,0.9092,0.9106,0.9394,0.8803
33,0.9122,0.8911,0.8919,0.9063,0.8572,0.8866,0.0680,2.6664,3.4138,2.1176,3.3304,1.8039,0.9113,0.9135,0.9423,0.8818
34,0.9101,0.8846,0.8919,0.8976,0.8558,0.8825,0.0683,2.6743,3.4196,2.1371,3.3171,1.8234,0.9084,0.9128,0.9366,0.8825
35,0.9115,0.8854,0.8854,0.9063,0.8652,0.8855,0.0670,2.6880,3.3927,2.1075,3.3887,1.8630,0.9070,0.9034,0.9423,0.8933
36,0.9142,0.8940,0.8868,0.9063,0.8645,0.8879,0.0686,2.6817,3.4137,2.1291,3.3712,1.8128,0.9135,0.9113,0.9438,0.8882
37,0.9117,0.8933,0.8890,0.9048,0.8637,0.8877,0.0691,2.6892,3.3871,2.1281,3.3860,1.8554,0.9142,0.9084,0.9387,0.8854
38,0.9108,0.8846,0.8875,0.9077,0.8645,0.8861,0.0671,2.7095,3.4383,2.1719,3.3770,1.8509,0.9106,0.9084,0.9351,0.8890
39,0.9128,0.8897,0.8955,0.9012,0.8659,0.8881,0.0671,2.7060,3.4428,2.1939,3.3512,1.8360,0.9120,0.9120,0.9366,0.8904
40,0.9133,0.8839,0.8969,0.9092,0.8587,0.8872,0.0686,2.7074,3.4038,2.1950,3.3984,1.8322,0.9106,0.9149,0.9438,0.8839
