epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9470,1.0000,1.0000,0.9034,0.8825,0.9465,0.0282,10.6979,16.6522,14.5547,7.3988,4.1858,1.0000,1.0000,0.9056,0.8825
2,0.9966,1.0000,1.0000,0.9906,0.9957,0.9966,0.0028,10.9857,14.8238,12.2001,10.1900,6.7289,1.0000,1.0000,0.9906,0.9957
3,0.9986,1.0000,1.0000,0.9964,0.9971,0.9984,0.0015,10.9884,14.2899,11.7775,10.8573,7.0289,1.0000,1.0000,0.9971,0.9971
4,0.9986,1.0000,0.9993,0.9964,0.9986,0.9986,0.0015,10.9848,13.9333,11.6482,11.2320,7.1256,1.0000,0.9993,0.9964,0.9986
5,0.9989,1.0000,0.9978,0.9986,0.9986,0.9987,0.0012,11.0291,13.7841,11.5477,11.5970,7.1877,1.0000,0.9986,0.9986,0.9986
6,0.9989,0.9993,0.9986,0.9986,0.9986,0.9987,0.0011,11.0185,13.5631,11.5793,11.7434,7.1882,0.9993,0.9986,0.9993,0.9986
7,0.9996,1.0000,0.9993,1.0000,0.9993,0.9996,0.0010,11.0176,13.5000,11.5503,11.8214,7.1990,1.0000,0.9993,1.0000,0.9993
8,0.9987,0.9993,0.9971,0.9978,0.9993,0.9984,0.0013,10.9531,13.4395,11.5068,11.8375,7.0286,0.9993,0.9971,0.9993,0.9993
9,0.9996,1.0000,0.9993,0.9993,0.9993,0.9995,0.0010,11.0308,13.4755,11.5749,11.9502,7.1225,1.0000,0.9993,1.0000,0.9993
10,0.9987,1.0000,0.9986,0.9964,0.9986,0.9984,0.0014,10.9975,13.3554,11.5086,11.9752,7.1508,1.0000,0.9986,0.9978,0.9986
11,0.9996,0.9993,1.0000,1.0000,0.9993,0.9996,0.0009,11.0147,13.2082,11.5313,12.1553,7.1640,0.9993,1.0000,1.0000,0.9993
12,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.0014,10.9630,13.0560,11.4941,12.1424,7.1593,0.9993,0.9993,0.9993,0.9993
13,0.9993,0.9993,0.9978,1.0000,0.9993,0.9991,0.0014,10.9940,13.0663,11.4216,12.2533,7.2347,0.9993,0.9986,1.0000,0.9993
