epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9277,0.9253,0.9194,0.9314,0.8849,0.9152,0.0780,3.4941,4.5581,2.9005,4.1863,2.3379,0.9357,0.9290,0.9450,0.9012
2,0.9318,0.9230,0.9152,0.9379,0.9038,0.9200,0.0767,3.5938,4.5323,2.9923,4.2799,2.5716,0.9329,0.9232,0.9532,0.9179
3,0.9333,0.9236,0.9181,0.9387,0.9060,0.9216,0.0746,3.6544,4.5983,3.1012,4.2672,2.6519,0.9334,0.9270,0.9546,0.9182
4,0.9323,0.9227,0.9160,0.9371,0.9074,0.9208,0.0810,3.7023,4.6382,3.1691,4.2694,2.7230,0.9326,0.9244,0.9527,0.9193
5,0.9345,0.9247,0.9169,0.9408,0.9088,0.9228,0.0723,3.7502,4.7064,3.2202,4.3045,2.7696,0.9344,0.9261,0.9557,0.9217
6,0.9341,0.9235,0.9210,0.9387,0.9073,0.9226,0.0748,3.7854,4.7266,3.2903,4.3268,2.7980,0.9337,0.9292,0.9538,0.9196
7,0.9335,0.9241,0.9162,0.9393,0.9080,0.9219,0.0752,3.8136,4.7290,3.3310,4.3441,2.8503,0.9331,0.9249,0.9547,0.9211
8,0.9348,0.9250,0.9178,0.9395,0.9111,0.9233,0.0731,3.8449,4.7880,3.3474,4.3670,2.8779,0.9347,0.9267,0.9551,0.9229
9,0.9343,0.9250,0.9162,0.9393,0.9110,0.9228,0.0772,3.8578,4.7960,3.3579,4.3795,2.9012,0.9349,0.9251,0.9547,0.9225
10,0.9335,0.9235,0.9170,0.9384,0.9097,0.9221,0.0752,3.8732,4.8246,3.3964,4.3843,2.9019,0.9327,0.9258,0.9542,0.9214
11,0.9341,0.9219,0.9201,0.9379,0.9104,0.9226,0.0748,3.8889,4.8510,3.4097,4.3628,2.9281,0.9316,0.9289,0.9532,0.9227
12,0.9345,0.9243,0.9177,0.9405,0.9127,0.9238,0.0735,3.9102,4.8793,3.3956,4.3993,2.9664,0.9337,0.9255,0.9553,0.9236
13,0.9345,0.9253,0.9170,0.9400,0.9107,0.9233,0.0734,3.9174,4.8902,3.4369,4.3760,2.9651,0.9339,0.9258,0.9557,0.9228
14,0.9348,0.9224,0.9199,0.9393,0.9125,0.9235,0.0730,3.9368,4.9209,3.4427,4.4049,2.9777,0.9320,0.9286,0.9539,0.9247
15,0.9350,0.9236,0.9191,0.9402,0.9123,0.9238,0.0718,3.9610,4.9335,3.4744,4.4448,2.9819,0.9335,0.9274,0.9547,0.9244
16,0.9352,0.9244,0.9191,0.9385,0.9132,0.9238,0.0729,3.9653,4.9417,3.4921,4.4223,3.0039,0.9332,0.9281,0.9543,0.9252
17,0.9356,0.9245,0.9177,0.9401,0.9153,0.9244,0.0738,3.9854,4.9607,3.4887,4.4385,3.0470,0.9333,0.9268,0.9555,0.9267
18,0.9350,0.9250,0.9190,0.9411,0.9105,0.9239,0.0740,3.9972,4.9941,3.5160,4.4620,3.0242,0.9342,0.9268,0.9560,0.9230
19,0.9353,0.9225,0.9201,0.9409,0.9131,0.9241,0.0740,3.9854,4.9866,3.4852,4.4628,3.0286,0.9318,0.9285,0.9562,0.9247
20,0.9351,0.9252,0.9172,0.9402,0.9144,0.9242,0.0768,4.0143,5.0016,3.5278,4.4743,3.0505,0.9341,0.9259,0.9550,0.9254
21,0.9350,0.9249,0.9174,0.9394,0.9136,0.9238,0.0720,4.0093,5.0361,3.4808,4.4559,3.0695,0.9340,0.9262,0.9549,0.9252
22,0.9344,0.9241,0.9168,0.9383,0.9138,0.9232,0.0744,4.0014,4.9742,3.5144,4.4526,3.0728,0.9328,0.9257,0.9534,0.9258
23,0.9355,0.9252,0.9180,0.9418,0.9139,0.9247,0.0728,4.0187,4.9914,3.5116,4.5038,3.0709,0.9344,0.9265,0.9562,0.9249
24,0.9354,0.9252,0.9205,0.9403,0.9129,0.9247,0.0754,4.0308,5.0221,3.5361,4.4868,3.0704,0.9341,0.9290,0.9547,0.9237
25,0.9364,0.9259,0.9202,0.9418,0.9144,0.9256,0.0692,4.0488,5.0277,3.5469,4.5153,3.1038,0.9342,0.9292,0.9560,0.9262
