epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9767,0.9838,0.9739,0.9689,0.9631,0.9724,0.0220,7.5155,9.9183,7.0791,8.7173,4.3683,0.9859,0.9789,0.9764,0.9658
2,0.9836,0.9837,0.9736,0.9812,0.9812,0.9799,0.0210,7.5583,9.5845,7.0181,9.0078,4.6217,0.9862,0.9764,0.9882,0.9837
3,0.9843,0.9827,0.9753,0.9817,0.9824,0.9805,0.0196,7.5693,9.6083,7.1625,8.8670,4.6335,0.9860,0.9782,0.9888,0.9844
4,0.9850,0.9845,0.9754,0.9820,0.9826,0.9811,0.0192,7.5932,9.5977,7.2417,8.8472,4.6689,0.9871,0.9786,0.9892,0.9849
5,0.9856,0.9844,0.9756,0.9835,0.9828,0.9816,0.0195,7.6108,9.6450,7.2811,8.8029,4.7173,0.9875,0.9787,0.9905,0.9855
6,0.9858,0.9844,0.9776,0.9819,0.9835,0.9818,0.0193,7.6427,9.6199,7.4114,8.8033,4.7281,0.9875,0.9805,0.9886,0.9866
7,0.9858,0.9844,0.9765,0.9844,0.9837,0.9823,0.0190,7.6614,9.6532,7.4820,8.7452,4.7669,0.9875,0.9791,0.9908,0.9858
8,0.9858,0.9839,0.9767,0.9827,0.9844,0.9819,0.0189,7.6906,9.6685,7.5882,8.7229,4.7916,0.9867,0.9796,0.9895,0.9872
9,0.9857,0.9839,0.9769,0.9829,0.9838,0.9819,0.0212,7.7018,9.6457,7.6340,8.7046,4.8358,0.9868,0.9798,0.9898,0.9864
10,0.9860,0.9853,0.9776,0.9826,0.9837,0.9823,0.0187,7.7317,9.6806,7.7107,8.7087,4.8525,0.9878,0.9800,0.9899,0.9862
11,0.9861,0.9849,0.9769,0.9843,0.9841,0.9825,0.0174,7.7581,9.7247,7.7676,8.6541,4.8672,0.9877,0.9793,0.9903,0.9869
12,0.9867,0.9857,0.9775,0.9841,0.9852,0.9831,0.0200,7.7920,9.6925,7.8173,8.7768,4.8883,0.9882,0.9802,0.9908,0.9875
13,0.9868,0.9860,0.9787,0.9839,0.9844,0.9832,0.0186,7.8039,9.7595,7.8521,8.6660,4.9408,0.9884,0.9813,0.9905,0.9872
14,0.9870,0.9853,0.9788,0.9846,0.9847,0.9833,0.0190,7.8503,9.8153,7.9411,8.7096,4.9340,0.9881,0.9813,0.9913,0.9874
15,0.9871,0.9862,0.9783,0.9845,0.9851,0.9835,0.0177,7.8782,9.7911,7.9821,8.7583,4.9561,0.9891,0.9808,0.9909,0.9876
16,0.9872,0.9854,0.9782,0.9845,0.9851,0.9833,0.0154,7.8968,9.8123,8.0642,8.7035,5.0034,0.9880,0.9812,0.9913,0.9882
17,0.9878,0.9866,0.9790,0.9856,0.9859,0.9843,0.0170,7.9285,9.8540,8.0744,8.7213,5.0665,0.9894,0.9815,0.9919,0.9883
18,0.9874,0.9861,0.9792,0.9847,0.9852,0.9838,0.0173,7.9595,9.8784,8.1289,8.7836,5.0469,0.9890,0.9816,0.9913,0.9879
19,0.9873,0.9862,0.9783,0.9852,0.9849,0.9837,0.0181,7.9618,9.8657,8.1485,8.7968,5.0810,0.9891,0.9815,0.9912,0.9874
20,0.9877,0.9862,0.9794,0.9845,0.9865,0.9841,0.0181,8.0049,9.9192,8.2379,8.7680,5.0951,0.9888,0.9814,0.9915,0.9889
21,0.9878,0.9868,0.9786,0.9858,0.9858,0.9842,0.0179,8.0194,9.9631,8.1947,8.8369,5.1182,0.9895,0.9817,0.9922,0.9877
22,0.9873,0.9856,0.9775,0.9851,0.9857,0.9835,0.0174,8.0411,9.9553,8.3004,8.8171,5.1228,0.9885,0.9809,0.9914,0.9886
23,0.9877,0.9866,0.9790,0.9864,0.9853,0.9843,0.0168,8.0857,10.0016,8.2977,8.8963,5.1662,0.9894,0.9818,0.9919,0.9879
24,0.9879,0.9864,0.9798,0.9852,0.9859,0.9843,0.0182,8.1124,10.0136,8.3551,8.8644,5.1943,0.9891,0.9825,0.9918,0.9884
25,0.9876,0.9865,0.9792,0.9849,0.9855,0.9840,0.0161,8.1456,10.0625,8.4023,8.9285,5.1869,0.9888,0.9821,0.9917,0.9880
