epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9135,1.0000,0.9993,0.8666,0.7866,0.9131,0.0501,10.3735,16.8743,14.6068,7.2140,2.7991,1.0000,1.0000,0.8673,0.7866
2,0.9881,1.0000,0.9964,0.9661,0.9856,0.9870,0.0078,10.7565,15.3455,12.1974,9.5799,5.9029,1.0000,0.9993,0.9668,0.9863
3,0.9953,1.0000,0.9978,0.9856,0.9950,0.9946,0.0038,10.8442,14.6120,11.7333,10.6424,6.3892,1.0000,0.9993,0.9870,0.9950
4,0.9982,1.0000,0.9986,0.9950,0.9971,0.9977,0.0028,10.9297,14.2529,11.6581,11.1855,6.6222,1.0000,0.9993,0.9957,0.9978
5,0.9975,0.9986,0.9957,0.9928,0.9986,0.9964,0.0025,10.8902,13.9922,11.4365,11.4437,6.6883,0.9986,0.9978,0.9950,0.9986
6,0.9978,1.0000,0.9993,0.9935,0.9964,0.9973,0.0025,10.9340,13.8049,11.4771,11.6774,6.7766,1.0000,0.9993,0.9942,0.9978
7,0.9964,0.9993,0.9986,0.9935,0.9935,0.9962,0.0030,10.8848,13.5418,11.2782,11.8160,6.9033,0.9993,0.9986,0.9942,0.9935
8,0.9977,0.9993,0.9950,0.9978,0.9964,0.9971,0.0024,10.9189,13.4660,11.2178,12.0079,6.9838,0.9993,0.9964,0.9978,0.9971
9,0.9971,0.9978,0.9971,0.9986,0.9928,0.9966,0.0027,10.8671,13.2640,11.1558,12.0723,6.9762,0.9978,0.9978,0.9986,0.9942
10,0.9973,0.9986,0.9986,0.9935,0.9964,0.9968,0.0029,10.9031,13.2500,11.1216,12.1423,7.0987,0.9986,0.9986,0.9950,0.9971
11,0.9982,0.9986,0.9971,0.9993,0.9964,0.9978,0.0021,10.8976,13.1999,11.0530,12.2199,7.1177,0.9986,0.9986,0.9993,0.9964
12,0.9977,0.9993,0.9986,0.9957,0.9957,0.9973,0.0027,10.8483,13.1088,11.0337,12.1821,7.0684,0.9993,0.9993,0.9964,0.9957
13,0.9966,0.9964,0.9964,0.9964,0.9957,0.9962,0.0029,10.8122,12.9630,11.0027,12.1964,7.0866,0.9964,0.9978,0.9964,0.9957
14,0.9968,0.9993,0.9957,0.9942,0.9942,0.9959,0.0030,10.8158,12.9674,11.0018,12.2530,7.0410,0.9993,0.9964,0.9964,0.9950
15,0.9978,0.9993,0.9978,0.9957,0.9957,0.9971,0.0025,10.8540,12.9197,10.9850,12.3423,7.1689,0.9993,0.9978,0.9971,0.9971
16,0.9973,0.9971,0.9957,0.9957,0.9964,0.9962,0.0024,10.8464,12.9073,10.9753,12.3417,7.1612,0.9978,0.9978,0.9971,0.9964
17,0.9975,0.9964,0.9964,0.9964,0.9971,0.9966,0.0031,10.8557,12.9118,10.9649,12.3840,7.1620,0.9978,0.9971,0.9971,0.9978
18,0.9978,0.9986,0.9971,0.9957,0.9978,0.9973,0.0022,10.8981,13.0048,10.9018,12.4307,7.2549,0.9986,0.9971,0.9971,0.9986
19,0.9977,0.9978,0.9971,0.9957,0.9978,0.9971,0.0027,10.8175,12.9065,10.9766,12.3111,7.0756,0.9978,0.9986,0.9964,0.9978
20,0.9975,0.9986,0.9964,0.9971,0.9957,0.9969,0.0025,10.8723,12.9024,11.0221,12.3500,7.2148,0.9986,0.9986,0.9971,0.9957
21,0.9987,0.9993,0.9964,0.9978,0.9986,0.9980,0.0022,10.8746,12.9279,10.9464,12.4291,7.1950,0.9993,0.9986,0.9986,0.9986
22,0.9973,0.9971,0.9964,0.9964,0.9964,0.9966,0.0029,10.8365,12.8321,10.9643,12.4241,7.1257,0.9971,0.9986,0.9971,0.9964
23,0.9975,0.9971,0.9978,0.9964,0.9964,0.9969,0.0032,10.8304,12.8640,11.0037,12.3541,7.1000,0.9971,0.9993,0.9971,0.9964
24,0.9973,0.9986,0.9950,0.9950,0.9986,0.9968,0.0030,10.8151,12.7648,10.9341,12.3806,7.1807,0.9986,0.9957,0.9964,0.9986
25,0.9971,0.9971,0.9957,0.9978,0.9971,0.9969,0.0023,10.8897,12.8126,11.0624,12.4723,7.2116,0.9971,0.9964,0.9978,0.9971
26,0.9971,0.9957,0.9978,0.9950,0.9978,0.9966,0.0024,10.8803,12.8167,11.0583,12.4914,7.1547,0.9957,0.9978,0.9964,0.9986
27,0.9977,0.9964,0.9986,0.9978,0.9964,0.9973,0.0022,10.8982,12.8125,11.0950,12.5304,7.1548,0.9964,0.9986,0.9986,0.9971
28,0.9982,0.9986,0.9971,0.9978,0.9971,0.9977,0.0020,10.8959,12.8584,11.0592,12.4646,7.2015,0.9986,0.9978,0.9993,0.9971
29,0.9973,0.9986,0.9986,0.9957,0.9950,0.9969,0.0025,10.8737,12.8349,11.0684,12.4505,7.1409,0.9986,0.9986,0.9964,0.9957
30,0.9973,0.9978,0.9957,0.9957,0.9978,0.9968,0.0029,10.8422,12.7480,11.0183,12.4423,7.1602,0.9978,0.9978,0.9957,0.9978
31,0.9980,0.9971,0.9971,0.9964,0.9986,0.9973,0.0026,10.8666,12.6934,11.1072,12.4107,7.2548,0.9978,0.9978,0.9978,0.9986
32,0.9975,0.9978,0.9964,0.9993,0.9964,0.9975,0.0021,10.9071,12.7145,11.1459,12.5564,7.2116,0.9978,0.9964,0.9993,0.9964
