epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9943,0.9979,0.9964,0.9902,0.9905,0.9938,0.0055,9.4572,11.5188,10.1242,10.3524,5.8326,0.9980,0.9968,0.9913,0.9911
2,0.9973,0.9966,0.9963,0.9963,0.9974,0.9966,0.0053,9.5411,11.1854,10.1686,10.6863,6.1268,0.9969,0.9964,0.9976,0.9982
3,0.9975,0.9973,0.9968,0.9960,0.9972,0.9968,0.0044,9.6019,11.2191,10.3197,10.6859,6.2270,0.9975,0.9971,0.9973,0.9981
4,0.9976,0.9972,0.9964,0.9969,0.9975,0.9970,0.0049,9.6770,11.3249,10.4424,10.6947,6.2664,0.9974,0.9968,0.9981,0.9983
5,0.9980,0.9974,0.9971,0.9970,0.9977,0.9973,0.0044,9.7525,11.3888,10.5791,10.7469,6.3634,0.9977,0.9975,0.9981,0.9986
6,0.9978,0.9977,0.9968,0.9966,0.9973,0.9971,0.0045,9.8357,11.4119,10.8284,10.7337,6.3556,0.9979,0.9971,0.9980,0.9981
7,0.9977,0.9970,0.9968,0.9964,0.9972,0.9969,0.0042,9.8799,11.4283,10.8381,10.8561,6.4154,0.9975,0.9971,0.9979,0.9982
8,0.9979,0.9976,0.9973,0.9966,0.9979,0.9973,0.0043,9.9711,11.5427,10.9475,10.8983,6.4882,0.9978,0.9977,0.9979,0.9984
9,0.9980,0.9975,0.9973,0.9972,0.9975,0.9974,0.0041,10.0130,11.5560,11.1437,10.8085,6.5501,0.9977,0.9976,0.9983,0.9984
10,0.9980,0.9978,0.9971,0.9966,0.9977,0.9973,0.0042,10.0675,11.5916,11.2563,10.8648,6.5683,0.9980,0.9975,0.9980,0.9984
11,0.9981,0.9979,0.9971,0.9974,0.9980,0.9976,0.0040,10.1163,11.6027,11.3581,10.9053,6.6305,0.9982,0.9974,0.9984,0.9986
12,0.9980,0.9978,0.9970,0.9968,0.9978,0.9973,0.0042,10.1919,11.7041,11.4098,11.0012,6.6404,0.9980,0.9973,0.9982,0.9983
13,0.9982,0.9980,0.9976,0.9969,0.9980,0.9976,0.0048,10.2567,11.7507,11.4957,11.0676,6.6814,0.9982,0.9978,0.9983,0.9985
14,0.9981,0.9977,0.9972,0.9971,0.9979,0.9975,0.0039,10.3068,11.8088,11.5451,11.0806,6.7767,0.9979,0.9976,0.9983,0.9986
15,0.9981,0.9976,0.9977,0.9969,0.9981,0.9976,0.0043,10.3447,11.8474,11.7321,11.0152,6.8137,0.9978,0.9978,0.9979,0.9988
16,0.9982,0.9978,0.9978,0.9967,0.9980,0.9976,0.0036,10.3927,11.8349,11.7234,11.1692,6.8372,0.9980,0.9981,0.9981,0.9987
17,0.9982,0.9976,0.9978,0.9975,0.9979,0.9977,0.0044,10.4427,11.9190,11.8923,11.0645,6.8760,0.9979,0.9980,0.9986,0.9984
18,0.9980,0.9977,0.9972,0.9967,0.9977,0.9973,0.0042,10.4612,11.9685,11.9007,11.1333,6.8531,0.9981,0.9976,0.9981,0.9985
19,0.9981,0.9978,0.9973,0.9970,0.9980,0.9975,0.0036,10.5181,11.9511,12.0419,11.1796,6.8732,0.9980,0.9977,0.9981,0.9985
20,0.9983,0.9982,0.9979,0.9973,0.9978,0.9978,0.0036,10.5510,11.9850,12.1185,11.1629,6.9221,0.9983,0.9981,0.9985,0.9983
21,0.9982,0.9977,0.9975,0.9972,0.9978,0.9976,0.0033,10.6131,12.0726,12.0991,11.2548,6.9863,0.9980,0.9978,0.9982,0.9987
22,0.9979,0.9980,0.9973,0.9968,0.9975,0.9974,0.0035,10.6368,12.0444,12.2601,11.2231,7.0112,0.9981,0.9976,0.9979,0.9982
23,0.9984,0.9981,0.9975,0.9973,0.9977,0.9977,0.0035,10.6855,12.1553,12.2598,11.2525,7.0728,0.9983,0.9979,0.9986,0.9986
24,0.9982,0.9976,0.9975,0.9975,0.9979,0.9976,0.0032,10.7250,12.1490,12.3335,11.2841,7.1130,0.9978,0.9978,0.9986,0.9984
25,0.9982,0.9982,0.9975,0.9968,0.9979,0.9976,0.0041,10.7625,12.2000,12.4315,11.3170,7.0942,0.9984,0.9978,0.9981,0.9985
