epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9999,0.9997,0.9997,0.9997,0.9978,0.9997,0.0013,14.4835,14.4247,15.4234,12.3959,6.6470,1.0000,1.0000,0.9998,0.9993
2,0.9999,0.9997,0.9998,0.9997,0.9986,0.9997,0.0007,14.3844,14.3193,15.2257,12.6051,6.5352,0.9999,1.0000,0.9999,0.9993
3,1.0000,0.9998,0.9999,0.9997,0.9971,0.9998,0.0019,14.3520,14.1760,15.3037,12.6083,6.3137,1.0000,1.0000,0.9999,0.9993
4,0.9999,0.9997,0.9997,0.9997,0.9986,0.9997,0.0101,14.2880,14.2005,15.3395,11.9624,6.4762,1.0000,1.0000,0.9998,0.9993
5,1.0000,0.9998,0.9998,0.9997,0.9993,0.9998,0.0002,14.1191,14.0018,15.1588,11.9185,6.3567,1.0000,1.0000,0.9999,0.9993
6,0.9999,0.9999,0.9998,0.9998,0.9964,0.9998,0.0045,13.9696,13.9244,15.0091,11.5229,6.5428,1.0000,1.0000,0.9999,0.9978
7,0.9999,0.9997,0.9998,0.9998,0.9993,0.9998,0.0005,13.8544,13.9367,14.7696,11.3581,6.6630,1.0000,1.0000,0.9998,0.9993
8,0.9999,0.9998,0.9998,0.9997,0.9964,0.9998,0.0001,13.8248,13.7568,14.8490,11.5001,6.3055,0.9999,1.0000,0.9998,0.9986
9,0.9999,0.9999,0.9999,0.9998,0.9971,0.9999,0.0100,13.6264,13.4502,14.6221,11.7009,6.4832,1.0000,1.0000,0.9998,0.9993
10,0.9999,0.9998,0.9999,0.9996,0.9964,0.9998,0.0005,13.5126,13.2808,14.6075,11.4595,6.5563,1.0000,1.0000,0.9998,0.9993
11,0.9999,0.9998,0.9999,0.9997,0.9978,0.9998,0.0064,13.5488,13.2591,14.7202,11.4764,6.2127,0.9999,1.0000,0.9997,0.9993
12,0.9999,0.9998,0.9998,0.9998,0.9986,0.9998,0.0042,13.2784,13.1330,14.3260,11.0706,6.7012,0.9999,1.0000,0.9998,0.9986
13,0.9999,0.9997,0.9998,0.9997,0.9971,0.9997,0.0037,13.6593,13.5818,14.8621,10.8549,5.9300,0.9999,1.0000,0.9998,0.9993
14,0.9999,0.9998,0.9998,0.9998,0.9971,0.9998,0.0007,13.3640,13.3729,14.3714,10.8172,6.3475,0.9999,1.0000,0.9999,0.9986
15,1.0000,0.9998,0.9998,0.9998,0.9993,0.9998,0.0068,13.4014,13.2184,14.6723,10.7122,5.9401,1.0000,1.0000,0.9998,0.9993
16,0.9999,0.9998,0.9999,0.9998,0.9978,0.9998,0.0039,12.9277,13.0633,13.6971,10.6442,6.5022,0.9999,1.0000,0.9999,0.9993
17,0.9999,0.9999,0.9999,0.9998,0.9978,0.9999,0.0000,12.9334,13.1184,13.7884,10.2398,6.5930,1.0000,1.0000,0.9998,0.9993
18,0.9999,0.9999,0.9998,0.9997,0.9964,0.9998,0.0107,13.0417,12.8672,14.2969,10.3437,6.0369,1.0000,1.0000,0.9998,0.9986
19,0.9999,0.9999,0.9999,0.9998,0.9986,0.9999,0.0028,12.9207,13.1104,13.8409,10.0446,6.2072,1.0000,1.0000,0.9999,0.9986
20,0.9999,0.9999,0.9999,0.9997,0.9978,0.9999,0.0011,12.6275,12.7269,13.4306,10.3430,6.4549,1.0000,1.0000,0.9998,0.9993
21,1.0000,0.9998,0.9999,0.9999,0.9978,0.9998,0.0066,12.8333,12.8020,13.9168,10.1840,5.9125,1.0000,1.0000,0.9999,0.9993
22,0.9999,0.9999,0.9999,0.9998,0.9978,0.9998,0.0000,12.4844,12.3519,13.4616,10.4284,6.1275,1.0000,1.0000,0.9999,0.9993
23,1.0000,0.9999,1.0000,0.9998,0.9993,0.9999,0.0000,12.4694,12.5112,13.4196,9.9465,6.1165,1.0000,1.0000,0.9999,0.9993
24,0.9999,0.9999,0.9999,0.9998,0.9964,0.9999,0.0000,12.4178,12.6501,13.2142,9.7505,6.0235,1.0000,1.0000,0.9999,0.9993
25,1.0000,0.9999,0.9999,0.9998,0.9993,0.9999,0.0111,12.3816,12.4090,13.3043,9.9938,5.8647,1.0000,1.0000,0.9998,0.9993
