epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.8387,0.8919,0.8205,0.8580,0.6669,0.8093,0.1065,2.3806,3.4885,2.2719,2.9128,0.8491,0.9135,0.8536,0.8890,0.6986
2,0.8973,0.8875,0.8673,0.8962,0.8356,0.8717,0.0758,2.4907,3.2634,1.9017,3.1743,1.6234,0.9056,0.8933,0.9293,0.8609
3,0.9030,0.8789,0.8782,0.9041,0.8378,0.8747,0.0747,2.4889,3.1578,1.9839,3.1871,1.6269,0.9063,0.8991,0.9445,0.8623
4,0.9000,0.8861,0.8645,0.8962,0.8464,0.8733,0.0756,2.4980,3.3174,1.9523,3.0693,1.6528,0.9092,0.8904,0.9308,0.8695
5,0.9034,0.8745,0.8731,0.9027,0.8508,0.8753,0.0741,2.5153,3.0942,1.9871,3.2842,1.6957,0.9012,0.8926,0.9409,0.8789
6,0.9023,0.8767,0.8767,0.8998,0.8464,0.8749,0.0742,2.5311,3.2148,2.0396,3.2086,1.6617,0.9034,0.8991,0.9322,0.8745
7,0.9048,0.8875,0.8782,0.8991,0.8472,0.8780,0.0730,2.5547,3.2856,2.0588,3.1885,1.6860,0.9113,0.9012,0.9351,0.8717
8,0.9059,0.8904,0.8695,0.9077,0.8392,0.8767,0.0741,2.5410,3.2555,1.9858,3.2228,1.6999,0.9135,0.8926,0.9430,0.8745
9,0.9030,0.8839,0.8882,0.8947,0.8378,0.8762,0.0722,2.5714,3.3006,2.1365,3.1731,1.6754,0.9142,0.9048,0.9286,0.8645
10,0.9041,0.8882,0.8702,0.8983,0.8529,0.8774,0.0737,2.5630,3.2383,2.0347,3.2209,1.7582,0.9142,0.8868,0.9366,0.8789
11,0.9036,0.8818,0.8702,0.9113,0.8421,0.8764,0.0718,2.5860,3.2485,2.0596,3.3042,1.7316,0.9099,0.8926,0.9423,0.8695
12,0.9034,0.8760,0.8731,0.8998,0.8580,0.8767,0.0733,2.5758,3.2354,2.0850,3.2045,1.7782,0.9056,0.8926,0.9337,0.8818
13,0.9068,0.8940,0.8738,0.9027,0.8558,0.8816,0.0729,2.6050,3.3739,2.0472,3.2052,1.7937,0.9185,0.8897,0.9387,0.8803
14,0.9066,0.8782,0.8861,0.9005,0.8594,0.8810,0.0711,2.6170,3.2395,2.1837,3.2354,1.8096,0.9092,0.9019,0.9358,0.8796
15,0.9074,0.8890,0.8702,0.9034,0.8580,0.8801,0.0716,2.6208,3.3557,2.0639,3.2830,1.7807,0.9149,0.8947,0.9351,0.8846
16,0.9061,0.8753,0.8782,0.9106,0.8457,0.8774,0.0715,2.6358,3.2564,2.2072,3.3210,1.7587,0.9084,0.8962,0.9438,0.8760
17,0.9065,0.8882,0.8810,0.9034,0.8551,0.8819,0.0714,2.6432,3.3501,2.1316,3.2861,1.8050,0.9128,0.8969,0.9373,0.8789
18,0.9063,0.8846,0.8673,0.9048,0.8645,0.8803,0.0702,2.6570,3.3004,2.1374,3.3695,1.8206,0.9128,0.8875,0.9394,0.8854
