epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.8490,0.8486,0.8093,0.8626,0.7011,0.8053,0.1607,1.8924,2.8086,1.5136,2.6406,0.6147,0.8915,0.8509,0.9026,0.7513
2,0.8628,0.8368,0.7967,0.8721,0.7732,0.8197,0.1630,1.9313,2.6511,1.3869,2.7278,0.9616,0.8818,0.8304,0.9197,0.8192
3,0.8644,0.8347,0.7992,0.8706,0.7776,0.8206,0.1629,1.9432,2.6724,1.4141,2.6840,1.0007,0.8784,0.8335,0.9199,0.8257
4,0.8642,0.8384,0.7967,0.8729,0.7789,0.8218,0.1598,1.9674,2.6926,1.4597,2.7074,1.0065,0.8810,0.8292,0.9214,0.8249
5,0.8644,0.8381,0.7965,0.8712,0.7805,0.8215,0.1614,1.9768,2.7176,1.4771,2.7046,1.0118,0.8816,0.8299,0.9207,0.8260
6,0.8655,0.8389,0.7951,0.8724,0.7841,0.8227,0.1634,1.9939,2.7280,1.4786,2.7218,1.0386,0.8820,0.8288,0.9211,0.8298
7,0.8660,0.8404,0.7949,0.8725,0.7861,0.8234,0.1640,2.0018,2.7510,1.4991,2.7132,1.0461,0.8835,0.8264,0.9229,0.8315
8,0.8646,0.8362,0.7979,0.8702,0.7825,0.8217,0.1583,2.0064,2.7422,1.5274,2.7098,1.0462,0.8798,0.8304,0.9192,0.8292
9,0.8656,0.8376,0.7943,0.8728,0.7870,0.8229,0.1601,2.0142,2.7472,1.5198,2.7308,1.0627,0.8820,0.8268,0.9205,0.8332
10,0.8674,0.8377,0.7942,0.8745,0.7908,0.8243,0.1628,2.0290,2.7637,1.5299,2.7454,1.0751,0.8819,0.8275,0.9247,0.8354
11,0.8665,0.8382,0.7937,0.8731,0.7896,0.8235,0.1609,2.0230,2.7546,1.5165,2.7502,1.0812,0.8818,0.8272,0.9218,0.8358
12,0.8666,0.8374,0.7953,0.8727,0.7871,0.8231,0.1562,2.0429,2.7712,1.5568,2.7726,1.0754,0.8817,0.8275,0.9233,0.8341
13,0.8647,0.8355,0.7966,0.8719,0.7874,0.8229,0.1589,2.0338,2.7647,1.5554,2.7374,1.0754,0.8784,0.8283,0.9195,0.8323
14,0.8666,0.8383,0.7931,0.8733,0.7877,0.8230,0.1595,2.0421,2.7942,1.5403,2.7476,1.0865,0.8812,0.8268,0.9249,0.8335
15,0.8675,0.8388,0.7961,0.8728,0.7914,0.8248,0.1635,2.0457,2.7918,1.5567,2.7352,1.0937,0.8809,0.8286,0.9235,0.8367
16,0.8667,0.8376,0.7940,0.8742,0.7876,0.8234,0.1579,2.0521,2.7977,1.5533,2.7678,1.0892,0.8811,0.8280,0.9234,0.8343
17,0.8665,0.8360,0.7968,0.8742,0.7887,0.8240,0.1592,2.0548,2.7851,1.5665,2.7609,1.0985,0.8797,0.8289,0.9225,0.8346
18,0.8671,0.8384,0.7947,0.8731,0.7906,0.8242,0.1569,2.0559,2.8035,1.5816,2.7373,1.1012,0.8811,0.8282,0.9227,0.8365
19,0.8675,0.8386,0.7911,0.8754,0.7922,0.8244,0.1607,2.0614,2.8033,1.5642,2.7744,1.1004,0.8814,0.8242,0.9245,0.8391
20,0.8671,0.8392,0.7965,0.8750,0.7883,0.8247,0.1573,2.0695,2.7988,1.5963,2.7865,1.1005,0.8822,0.8280,0.9236,0.8350
21,0.8664,0.8361,0.7929,0.8734,0.7913,0.8233,0.1592,2.0533,2.7813,1.5657,2.7672,1.1179,0.8797,0.8259,0.9242,0.8364
22,0.8659,0.8384,0.7900,0.8736,0.7904,0.8231,0.1580,2.0579,2.8175,1.5571,2.7514,1.1068,0.8814,0.8233,0.9225,0.8365
23,0.8664,0.8355,0.7923,0.8715,0.7960,0.8237,0.1609,2.0489,2.8026,1.5494,2.7328,1.1210,0.8787,0.8250,0.9215,0.8408
24,0.8662,0.8347,0.7927,0.8722,0.7946,0.8235,0.1595,2.0502,2.7803,1.5713,2.7350,1.1193,0.8790,0.8252,0.9213,0.8398
25,0.8666,0.8369,0.7904,0.8738,0.7921,0.8234,0.1578,2.0540,2.7577,1.5679,2.7784,1.1113,0.8808,0.8242,0.9225,0.8384
