epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9349,0.9892,0.9632,0.9149,0.8587,0.9315,0.0374,5.7974,8.7363,6.0521,5.3658,3.0356,0.9906,0.9661,0.9193,0.8637
2,0.9769,0.9755,0.9654,0.9813,0.9733,0.9739,0.0178,5.8822,7.4098,5.4209,6.9029,3.7951,0.9791,0.9654,0.9849,0.9784
3,0.9769,0.9805,0.9603,0.9798,0.9755,0.9740,0.0172,5.8724,7.5138,5.4912,6.6238,3.8608,0.9834,0.9603,0.9856,0.9784
4,0.9755,0.9813,0.9640,0.9704,0.9726,0.9721,0.0187,5.8611,7.6090,5.5259,6.4005,3.9090,0.9827,0.9647,0.9776,0.9769
5,0.9771,0.9762,0.9668,0.9827,0.9704,0.9740,0.0169,5.9101,7.4379,5.6451,6.7679,3.7896,0.9769,0.9683,0.9892,0.9740
6,0.9776,0.9755,0.9733,0.9776,0.9719,0.9746,0.0171,5.9140,7.5564,5.7548,6.5690,3.7757,0.9784,0.9733,0.9841,0.9748
7,0.9778,0.9740,0.9683,0.9805,0.9755,0.9746,0.0171,5.9158,7.5849,5.5877,6.5367,3.9541,0.9762,0.9683,0.9899,0.9769
8,0.9762,0.9791,0.9625,0.9798,0.9668,0.9721,0.0174,5.8907,7.5771,5.6625,6.5574,3.7658,0.9820,0.9632,0.9877,0.9719
9,0.9804,0.9813,0.9769,0.9791,0.9690,0.9766,0.0163,5.9455,7.6298,5.8468,6.5610,3.7443,0.9834,0.9769,0.9863,0.9748
10,0.9780,0.9769,0.9697,0.9791,0.9719,0.9744,0.0178,5.9277,7.5475,5.6898,6.5871,3.8863,0.9784,0.9704,0.9870,0.9762
11,0.9789,0.9748,0.9697,0.9841,0.9748,0.9758,0.0162,5.9497,7.4864,5.6996,6.7147,3.8980,0.9776,0.9704,0.9892,0.9784
12,0.9784,0.9784,0.9676,0.9784,0.9733,0.9744,0.0175,5.9173,7.4751,5.6410,6.6126,3.9404,0.9820,0.9676,0.9863,0.9776
13,0.9784,0.9798,0.9661,0.9798,0.9740,0.9749,0.0175,5.9627,7.5304,5.7198,6.7035,3.8971,0.9805,0.9661,0.9877,0.9791
14,0.9789,0.9805,0.9769,0.9762,0.9683,0.9755,0.0162,5.9906,7.5706,5.9640,6.5939,3.8339,0.9820,0.9769,0.9841,0.9726
15,0.9782,0.9805,0.9661,0.9834,0.9740,0.9760,0.0161,5.9670,7.5644,5.7660,6.6215,3.9161,0.9834,0.9661,0.9877,0.9755
16,0.9818,0.9820,0.9762,0.9863,0.9712,0.9789,0.0163,5.9968,7.6039,5.9247,6.6331,3.8255,0.9827,0.9769,0.9921,0.9755
17,0.9787,0.9813,0.9719,0.9776,0.9704,0.9753,0.0167,5.9911,7.6864,5.8434,6.5364,3.8983,0.9827,0.9719,0.9856,0.9748
18,0.9795,0.9776,0.9676,0.9863,0.9748,0.9766,0.0158,6.0006,7.4424,5.7096,6.8328,4.0177,0.9798,0.9690,0.9913,0.9776
19,0.9780,0.9798,0.9683,0.9784,0.9704,0.9742,0.0164,6.0205,7.7626,5.8858,6.4883,3.9455,0.9820,0.9683,0.9856,0.9762
20,0.9787,0.9813,0.9654,0.9856,0.9755,0.9769,0.0154,6.0185,7.6894,5.7786,6.5702,4.0358,0.9820,0.9654,0.9899,0.9776
21,0.9798,0.9791,0.9726,0.9849,0.9690,0.9764,0.0163,6.0227,7.6393,5.9562,6.6051,3.8902,0.9820,0.9726,0.9913,0.9733
22,0.9800,0.9827,0.9726,0.9805,0.9733,0.9773,0.0158,6.0208,7.8063,6.0058,6.4026,3.8684,0.9856,0.9733,0.9856,0.9755
23,0.9789,0.9791,0.9647,0.9798,0.9784,0.9755,0.0162,6.0197,7.6176,5.7208,6.7249,4.0156,0.9813,0.9661,0.9870,0.9813
24,0.9807,0.9813,0.9733,0.9813,0.9755,0.9778,0.0160,6.0325,7.6626,5.8876,6.6575,3.9222,0.9834,0.9733,0.9877,0.9784
25,0.9814,0.9849,0.9704,0.9856,0.9748,0.9789,0.0159,6.0393,7.7029,5.8904,6.5925,3.9713,0.9856,0.9704,0.9906,0.9791
26,0.9816,0.9820,0.9733,0.9813,0.9748,0.9778,0.0155,6.0586,7.7005,5.9764,6.5946,3.9629,0.9856,0.9733,0.9892,0.9784
27,0.9816,0.9834,0.9769,0.9834,0.9726,0.9791,0.0150,6.0737,7.7252,6.0198,6.6168,3.9329,0.9841,0.9776,0.9892,0.9755
28,0.9791,0.9798,0.9719,0.9820,0.9726,0.9766,0.0155,6.0520,7.6539,5.8538,6.6784,4.0219,0.9813,0.9719,0.9877,0.9755
29,0.9818,0.9805,0.9755,0.9849,0.9726,0.9784,0.0157,6.0710,7.6124,5.9923,6.7379,3.9415,0.9813,0.9755,0.9928,0.9776
30,0.9816,0.9849,0.9755,0.9870,0.9712,0.9796,0.0143,6.0984,7.6099,6.0843,6.7203,3.9794,0.9849,0.9755,0.9921,0.9740
31,0.9805,0.9813,0.9726,0.9856,0.9712,0.9776,0.0153,6.0830,7.6007,6.0492,6.7303,3.9520,0.9820,0.9726,0.9913,0.9762
32,0.9800,0.9863,0.9683,0.9798,0.9719,0.9766,0.0154,6.0537,7.7554,6.0098,6.4777,3.9718,0.9870,0.9704,0.9892,0.9733
33,0.9798,0.9813,0.9712,0.9798,0.9748,0.9767,0.0157,6.0888,7.6266,6.1055,6.7389,3.8842,0.9820,0.9712,0.9885,0.9776
34,0.9831,0.9877,0.9683,0.9863,0.9755,0.9795,0.0151,6.0823,7.6593,5.9961,6.6774,3.9962,0.9892,0.9697,0.9935,0.9798
35,0.9823,0.9863,0.9733,0.9856,0.9719,0.9793,0.0148,6.1099,7.7003,6.0995,6.6512,3.9887,0.9870,0.9740,0.9913,0.9769
36,0.9822,0.9820,0.9776,0.9841,0.9755,0.9798,0.0147,6.1384,7.7344,6.1783,6.6863,3.9544,0.9834,0.9776,0.9892,0.9784
37,0.9780,0.9762,0.9683,0.9791,0.9798,0.9758,0.0156,6.0807,7.6007,5.9253,6.7145,4.0822,0.9776,0.9690,0.9841,0.9813
38,0.9840,0.9870,0.9776,0.9863,0.9748,0.9814,0.0145,6.1626,7.7730,6.2244,6.7182,3.9347,0.9877,0.9784,0.9928,0.9769
39,0.9800,0.9834,0.9697,0.9805,0.9748,0.9771,0.0152,6.1354,7.7033,6.0838,6.7167,4.0380,0.9834,0.9704,0.9877,0.9784
40,0.9813,0.9841,0.9719,0.9849,0.9740,0.9787,0.0141,6.1614,7.7604,6.1336,6.6884,4.0632,0.9849,0.9719,0.9899,0.9784
41,0.9780,0.9762,0.9733,0.9776,0.9755,0.9757,0.0157,6.1403,7.6435,6.1497,6.7483,4.0197,0.9776,0.9740,0.9834,0.9769
42,0.9840,0.9856,0.9755,0.9791,0.9791,0.9798,0.0153,6.1222,7.6974,6.1171,6.6704,4.0038,0.9885,0.9776,0.9885,0.9813
43,0.9804,0.9834,0.9697,0.9849,0.9733,0.9778,0.0149,6.1385,7.7599,6.1317,6.6801,3.9824,0.9841,0.9704,0.9906,0.9762
44,0.9813,0.9841,0.9712,0.9856,0.9762,0.9793,0.0139,6.1867,7.6732,6.1006,6.8345,4.1387,0.9849,0.9712,0.9906,0.9784
45,0.9800,0.9805,0.9712,0.9820,0.9740,0.9769,0.0150,6.1716,7.6500,6.1792,6.8120,4.0450,0.9813,0.9712,0.9899,0.9776
46,0.9823,0.9827,0.9776,0.9834,0.9755,0.9798,0.0144,6.1877,7.8028,6.3123,6.6274,4.0081,0.9849,0.9776,0.9885,0.9784
47,0.9800,0.9841,0.9712,0.9776,0.9726,0.9764,0.0150,6.1573,7.8151,6.1708,6.6034,4.0398,0.9856,0.9712,0.9863,0.9769
48,0.9814,0.9820,0.9733,0.9849,0.9748,0.9787,0.0145,6.1983,7.6352,6.1762,6.8652,4.1167,0.9827,0.9740,0.9913,0.9776
49,0.9811,0.9863,0.9704,0.9813,0.9769,0.9787,0.0144,6.1752,7.7436,6.1673,6.6803,4.1095,0.9877,0.9704,0.9877,0.9784
50,0.9854,0.9885,0.9791,0.9856,0.9791,0.9831,0.0140,6.2235,7.7946,6.3395,6.7770,3.9830,0.9892,0.9798,0.9913,0.9813
