epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9189,1.0000,1.0000,0.8515,0.8234,0.9187,0.0526,10.9264,17.8841,15.8004,7.0426,2.9784,1.0000,1.0000,0.8522,0.8234
2,0.9883,1.0000,0.9986,0.9668,0.9856,0.9877,0.0083,11.4107,16.2097,13.6102,9.9694,5.8534,1.0000,1.0000,0.9676,0.9856
3,0.9946,1.0000,0.9993,0.9856,0.9928,0.9944,0.0042,11.4984,15.5011,12.9722,11.0266,6.4938,1.0000,1.0000,0.9856,0.9928
4,0.9953,1.0000,0.9993,0.9892,0.9913,0.9950,0.0032,11.5688,15.1508,12.7383,11.5532,6.8330,1.0000,1.0000,0.9899,0.9913
5,0.9977,1.0000,0.9986,0.9921,0.9971,0.9969,0.0028,11.5240,14.8540,12.4018,11.8780,6.9623,1.0000,0.9993,0.9942,0.9971
6,0.9971,1.0000,0.9986,0.9928,0.9950,0.9966,0.0023,11.5857,14.6623,12.3954,12.1355,7.1498,1.0000,0.9993,0.9942,0.9950
7,0.9968,1.0000,0.9986,0.9950,0.9928,0.9966,0.0027,11.5292,14.3730,12.1696,12.3280,7.2462,1.0000,0.9986,0.9957,0.9928
8,0.9977,0.9993,0.9986,0.9971,0.9950,0.9975,0.0021,11.5526,14.3220,12.0771,12.4982,7.3132,0.9993,0.9993,0.9971,0.9950
9,0.9971,0.9986,0.9986,0.9964,0.9921,0.9964,0.0023,11.4918,14.1323,11.9294,12.5475,7.3578,0.9986,0.9993,0.9986,0.9921
10,0.9966,0.9971,0.9993,0.9921,0.9957,0.9960,0.0027,11.5187,14.0948,11.8691,12.6429,7.4679,0.9971,0.9993,0.9935,0.9964
11,0.9980,1.0000,0.9964,0.9971,0.9971,0.9977,0.0021,11.5085,14.0201,11.7677,12.7076,7.5385,1.0000,0.9971,0.9978,0.9971
12,0.9980,1.0000,1.0000,0.9950,0.9964,0.9978,0.0027,11.4619,13.9044,11.7076,12.7332,7.5024,1.0000,1.0000,0.9957,0.9964
13,0.9975,1.0000,0.9993,0.9921,0.9950,0.9966,0.0024,11.4326,13.7261,11.6650,12.7816,7.5577,1.0000,0.9993,0.9957,0.9950
14,0.9964,0.9971,0.9978,0.9942,0.9942,0.9959,0.0027,11.4253,13.7384,11.5992,12.8478,7.5157,0.9971,0.9986,0.9957,0.9942
15,0.9962,0.9986,0.9978,0.9935,0.9935,0.9959,0.0026,11.4620,13.6671,11.5950,12.9513,7.6344,0.9986,0.9986,0.9942,0.9935
16,0.9977,0.9978,0.9978,0.9957,0.9957,0.9968,0.0024,11.4554,13.6678,11.5521,12.9524,7.6492,0.9986,0.9978,0.9978,0.9964
17,0.9975,0.9950,0.9971,0.9971,0.9971,0.9966,0.0031,11.4595,13.6420,11.5204,13.0132,7.6625,0.9964,0.9978,0.9978,0.9978
18,0.9968,0.9993,0.9964,0.9942,0.9964,0.9966,0.0024,11.5025,13.7374,11.4589,13.0431,7.7705,0.9993,0.9964,0.9950,0.9964
