epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.8616,0.9961,0.2236,0.0601,0.1276,0.5397,0.0099,3.8832,14.8221,-2.9824,-9.8987,-2.6598,1.0000,1.0000,0.0684,0.1276
2,0.8515,0.9999,0.0056,0.0000,0.0757,0.4430,0.0036,0.2263,13.5301,-9.5295,-12.7290,-2.7367,1.0000,0.9999,0.0000,0.0757
3,0.8516,0.9999,0.0026,0.0000,0.0916,0.4419,0.0026,-0.4168,13.1886,-10.5520,-13.2446,-2.7611,1.0000,0.9999,0.0000,0.0916
4,0.8515,0.9999,0.0016,0.0000,0.0800,0.4414,0.0014,-0.8188,12.9329,-11.1405,-13.5808,-2.8201,1.0000,0.9999,0.0000,0.0800
5,0.8516,0.9999,0.0011,0.0000,0.0800,0.4412,0.0012,-1.0952,12.7662,-11.5518,-13.8203,-2.8720,1.0000,0.9999,0.0000,0.0800
6,0.8516,0.9999,0.0007,0.0000,0.0786,0.4410,0.0010,-1.3225,12.5544,-11.7982,-14.0489,-2.9490,1.0000,0.9999,0.0000,0.0786
7,0.8515,0.9999,0.0006,0.0000,0.0757,0.4409,0.0019,-1.5078,12.4423,-12.0779,-14.1957,-2.9945,1.0000,1.0000,0.0000,0.0757
8,0.8516,0.9998,0.0005,0.0000,0.0793,0.4409,0.0024,-1.6618,12.3110,-12.2602,-14.3444,-3.0520,1.0000,1.0000,0.0000,0.0793
9,0.8515,0.9998,0.0004,0.0000,0.0685,0.4407,0.0009,-1.7893,12.2439,-12.4630,-14.4474,-3.0640,1.0000,1.0000,0.0000,0.0685
10,0.8515,0.9996,0.0004,0.0000,0.0735,0.4407,0.0008,-1.9140,12.1331,-12.6043,-14.5706,-3.1371,1.0000,1.0000,0.0000,0.0735
11,0.8515,0.9996,0.0003,0.0000,0.0656,0.4406,0.0012,-2.0288,11.9921,-12.6815,-14.7160,-3.2042,1.0000,1.0000,0.0000,0.0656
12,0.8512,0.9986,0.0006,0.0000,0.0324,0.4400,0.0028,-2.1750,11.3978,-12.1968,-15.2610,-4.0451,1.0000,1.0000,0.0000,0.0324
13,0.8510,0.9952,0.0019,0.0000,0.0101,0.4388,0.0022,-2.3600,10.4860,-11.3196,-16.1921,-5.6035,1.0000,1.0000,0.0000,0.0101
14,0.8509,0.9914,0.0024,0.0000,0.0014,0.4373,0.0033,-2.5216,10.0709,-11.0716,-16.7133,-6.4931,1.0000,1.0000,0.0000,0.0014
15,0.8509,0.9882,0.0027,0.0000,0.0007,0.4360,0.0027,-2.6754,9.8471,-11.0749,-17.0596,-7.1182,1.0000,1.0000,0.0000,0.0007
16,0.8509,0.9853,0.0026,0.0000,0.0000,0.4347,0.0032,-2.8238,9.6821,-11.1531,-17.3431,-7.5553,1.0000,1.0000,0.0000,0.0000
17,0.8509,0.9807,0.0029,0.0000,0.0000,0.4328,0.0030,-2.9713,9.3963,-11.0883,-17.6599,-8.0030,1.0000,1.0000,0.0000,0.0000
18,0.8509,0.9765,0.0028,0.0000,0.0000,0.4309,0.0044,-3.1098,9.2827,-11.2299,-17.8612,-8.2459,1.0000,1.0000,0.0000,0.0000
19,0.8509,0.9709,0.0031,0.0000,0.0000,0.4285,0.0033,-3.2403,9.0854,-11.2392,-18.1239,-8.5918,1.0000,1.0000,0.0000,0.0000
20,0.8509,0.9673,0.0029,0.0000,0.0000,0.4269,0.0025,-3.3740,8.9204,-11.3112,-18.3307,-8.8747,1.0000,1.0000,0.0000,0.0000
21,0.8509,0.9626,0.0027,0.0000,0.0000,0.4247,0.0037,-3.4928,8.7766,-11.3803,-18.5130,-9.0560,1.0000,1.0000,0.0000,0.0000
22,0.8509,0.9584,0.0027,0.0000,0.0000,0.4229,0.0027,-3.6102,8.6909,-11.5226,-18.6542,-9.2080,1.0000,1.0000,0.0000,0.0000
23,0.8509,0.9561,0.0025,0.0000,0.0000,0.4218,0.0022,-3.7158,8.6155,-11.6495,-18.7914,-9.3299,1.0000,1.0000,0.0000,0.0000
24,0.8509,0.9504,0.0026,0.0000,0.0000,0.4193,0.0014,-3.8279,8.4622,-11.6931,-18.9708,-9.5080,1.0000,1.0000,0.0000,0.0000
25,0.8509,0.9449,0.0026,0.0000,0.0000,0.4169,0.0028,-3.9382,8.3226,-11.7528,-19.1348,-9.6655,1.0000,1.0000,0.0000,0.0000
