epoch,total_acc,group0_acc,group1_acc,group2_acc,group3_acc,split_acc,loss,avg_margin,group0_margin,group1_margin,group2_margin,group3_margin,total_acc:g0,total_acc:g1,total_acc:g2,total_acc:g3
1,0.9206,0.7994,0.8272,0.6908,0.0014,0.7887,0.1230,1.4776,1.5496,1.6754,0.9917,-3.7561,0.9515,0.9799,0.6926,0.2257
2,0.9403,0.8872,0.9420,0.7851,0.0014,0.8878,0.0976,3.0439,2.9478,3.7140,1.7561,-3.0573,0.9530,0.9958,0.7851,0.1745
3,0.9447,0.9043,0.9552,0.8089,0.0252,0.9043,0.0843,3.5385,3.4360,4.3110,1.9719,-2.5689,0.9543,0.9969,0.8093,0.1702
4,0.9480,0.9136,0.9618,0.8248,0.0562,0.9136,0.0774,3.8230,3.7559,4.6033,2.1190,-2.2229,0.9556,0.9973,0.8258,0.1925
5,0.9498,0.9219,0.9667,0.8330,0.0836,0.9207,0.0727,4.0618,4.0440,4.8289,2.2453,-2.0392,0.9571,0.9971,0.8346,0.1968
6,0.9518,0.9285,0.9719,0.8407,0.1348,0.9272,0.0672,4.2667,4.2577,5.0598,2.3460,-1.8205,0.9584,0.9973,0.8420,0.2293
7,0.9534,0.9342,0.9754,0.8463,0.1464,0.9320,0.0604,4.4141,4.4116,5.2272,2.4158,-1.6942,0.9599,0.9974,0.8478,0.2358
8,0.9551,0.9402,0.9783,0.8537,0.1716,0.9371,0.0596,4.5882,4.6029,5.4074,2.5221,-1.5889,0.9611,0.9974,0.8551,0.2596
9,0.9566,0.9434,0.9802,0.8622,0.2076,0.9408,0.0550,4.7516,4.7587,5.6033,2.6141,-1.4199,0.9616,0.9971,0.8634,0.2812
10,0.9582,0.9483,0.9833,0.8661,0.2422,0.9451,0.0512,4.9051,4.9043,5.7870,2.7027,-1.2384,0.9637,0.9972,0.8668,0.2985
11,0.9606,0.9536,0.9862,0.8750,0.2704,0.9501,0.0487,5.0623,5.0755,5.9434,2.8220,-1.1486,0.9654,0.9973,0.8762,0.3302
12,0.9622,0.9574,0.9884,0.8816,0.2956,0.9539,0.0439,5.2403,5.2233,6.1737,2.9423,-0.9737,0.9667,0.9973,0.8825,0.3453
13,0.9645,0.9617,0.9909,0.8878,0.3374,0.9580,0.0393,5.4264,5.4167,6.3661,3.0887,-0.8185,0.9691,0.9975,0.8888,0.3836
14,0.9682,0.9666,0.9923,0.9024,0.3872,0.9632,0.0352,5.6282,5.6271,6.5728,3.2505,-0.6414,0.9720,0.9978,0.9029,0.4232
15,0.9716,0.9698,0.9932,0.9146,0.4319,0.9671,0.0318,5.8714,5.9119,6.7738,3.4907,-0.4531,0.9747,0.9980,0.9153,0.4643
16,0.9744,0.9750,0.9942,0.9215,0.4730,0.9711,0.0296,6.1329,6.1306,7.0749,3.7763,-0.2923,0.9784,0.9977,0.9222,0.5054
17,0.9787,0.9800,0.9950,0.9361,0.5184,0.9760,0.0269,6.4413,6.5310,7.2572,4.1702,-0.0727,0.9824,0.9979,0.9366,0.5595
18,0.9820,0.9828,0.9959,0.9473,0.5761,0.9797,0.0221,6.7472,6.8396,7.5474,4.5187,0.1519,0.9850,0.9983,0.9479,0.6056
19,0.9859,0.9864,0.9969,0.9595,0.6503,0.9841,0.0185,7.1382,7.3101,7.8351,4.9685,0.4507,0.9881,0.9988,0.9600,0.6763
20,0.9895,0.9898,0.9968,0.9711,0.7022,0.9876,0.0164,7.6109,7.8194,8.2311,5.5642,0.7064,0.9916,0.9989,0.9715,0.7239
21,0.9922,0.9927,0.9978,0.9799,0.7354,0.9908,0.0128,8.0716,8.3366,8.6013,6.1215,1.0176,0.9940,0.9990,0.9802,0.7671
22,0.9944,0.9950,0.9981,0.9856,0.7916,0.9932,0.0104,8.5270,8.8480,8.9688,6.6714,1.2583,0.9960,0.9991,0.9861,0.8169
23,0.9955,0.9954,0.9980,0.9892,0.8335,0.9942,0.0090,8.8963,9.2169,9.3167,7.1122,1.5029,0.9965,0.9993,0.9896,0.8609
24,0.9971,0.9975,0.9988,0.9929,0.8645,0.9962,0.0078,9.3440,9.6431,9.7548,7.6621,1.8303,0.9981,0.9994,0.9932,0.8919
25,0.9978,0.9983,0.9992,0.9948,0.8947,0.9973,0.0050,9.7004,10.0052,10.0925,8.0612,2.0952,0.9986,0.9997,0.9951,0.9135
26,0.9988,0.9989,0.9995,0.9970,0.9358,0.9983,0.0052,10.0771,10.3741,10.4472,8.5313,2.3911,0.9991,0.9998,0.9972,0.9567
